number,course_id,cat_num,1s,2s,3s,4s,5s
ECON 2811,1085,5188,0,4,1,2,0
ECON 2811,1085,5188,0,0,6,2,0
ECON 2811,1085,5188,0,0,5,2,0
ECON 2811,1085,5188,0,0,3,0,0
ECON 2811,1085,5188,0,1,6,4,0
ECON 2811,1085,5188,0,2,5,1,0
ECON 2811,1085,5188,0,1,6,1,1
ECON 2812hf,1086,230,0,0,0,0,1
ECON 2812hf,1086,230,0,1,1,0,0
ECON 2812hf,1086,230,0,0,1,0,1
ECON 2812hf,1086,230,1,0,1,0,0
ECON 2812hf,1086,230,0,1,1,0,0
ECON 2812hf,1086,230,0,2,2,1,0
ECON 2812hf,1086,230,0,2,0,1,1
ECON 2880,1087,7488,0,1,1,0,0
ECON 2880,1087,7488,0,6,5,0,0
ECON 2880,1087,7488,3,6,4,1,0
ECON 2880,1087,7488,1,0,3,0,0
ECON 2888r,1088,6311,0,0,3,0,0
ECON 2888r,1088,6311,1,2,2,0,0
ECON 2888r,1088,6311,0,2,2,0,0
ECON 2888r,1088,6311,0,6,5,1,0
ECON 2888r,1088,6311,2,2,3,0,0
ECON 2888r,1088,6311,1,0,1,0,0
ECON 3530hf,1101,5777,0,0,1,0,0
ECON 3810chfr,1106,4066,0,0,0,0,0
ECON 3810chfr,1106,4066,0,0,0,0,0
ECON 3810chfr,1106,4066,0,0,0,0,0
ECON 910r,931,1020,0,0,4,0,0
ECON 970,932,7923,1,7,67,41,14
ECON 970,932,7923,1,13,123,94,10
ECON 970,932,7923,0,0,8,4,0
ECON 970,932,7923,0,12,112,53,6
ECON 970,932,7923,1,23,113,57,7
ECON 970,932,7923,1,8,98,57,11
ECON 970,932,7923,3,11,90,65,6
ECON 970,932,7923,0,14,88,46,15
ECON 975,933,3281,0,0,4,4,1
ECON 975,933,3281,0,0,2,6,1
ECON 975,933,3281,0,0,0,3,1
ECON 975,933,3281,0,0,1,6,1
ECON 975,933,3281,0,0,3,1,0
ECON 975,933,3281,0,0,1,4,0
ECON 975,933,3281,1,0,0,3,3
ECON 975,933,3281,0,0,7,0,0
ECON 980aa,11296,70805,0,2,11,5,0
ECON 980b,934,1581,0,0,7,2,0
ECON 980b,934,1581,0,0,7,5,0
ECON 980b,934,1581,0,1,7,3,0
ECON 980b,934,1581,0,0,5,3,0
ECON 980b,934,1581,0,1,12,1,0
ECON 980b,934,1581,0,1,8,4,0
ECON 980p,10716,17382,0,0,9,1,0
ECON 980q,935,7220,1,2,4,0,0
ECON 980q,935,7220,1,3,10,1,0
ECON 980q,935,7220,1,5,10,0,0
ECON 980s,10717,53797,0,0,5,0,0
ECON 980u,936,87839,0,3,9,1,0
ECON 980u,936,87839,0,2,6,6,0
ECON 980x,937,13231,0,0,6,4,0
ECON 980y,938,23151,1,1,9,1,0
ECON 980y,938,23151,0,4,5,1,0
ECON 980z,10718,95127,0,0,8,2,0
ECON 985k,946,871,0,0,5,2,0
ECON 985l,947,94962,0,2,3,5,0
ECON 985l,947,94962,0,0,5,3,0
ECON 985l,947,94962,0,1,5,4,0
ECON 985l,947,94962,0,1,2,4,1
ECON 985m,948,23048,0,0,5,4,1
ECON 985m,948,23048,0,0,3,5,2
ECON 985m,948,23048,0,0,4,5,2
ECON 985m,948,23048,0,0,1,4,1
ECON 985n,949,43294,0,0,1,5,1
ECON 985n,949,43294,0,1,2,3,0
ECON 985n,949,43294,0,1,1,0,0
ECON 985o,950,98646,0,3,7,1,0
ECON 985o,950,98646,1,3,3,1,1
ECON 985o,950,98646,0,1,5,1,0
ECON 985o,950,98646,0,0,2,4,0
ECON 985p,951,26105,0,1,8,3,1
ECON 985p,951,26105,0,1,1,5,1
ECON 985p,951,26105,0,0,4,0,0
ECON 985p,951,26105,0,0,1,0,0
ECON 990,952,7342,0,1,2,0,0
EGYPTIAN Aa,3786,13886,0,1,2,1,1
EGYPTIAN Aa,3786,13886,0,1,3,1,0
ENG-SCI 1,1318,314,0,2,11,1,0
ENG-SCI 1,1318,314,1,1,10,7,0
ENG-SCI 1,1318,314,0,4,12,7,2
ENG-SCI 1,1318,314,1,0,3,5,1
ENG-SCI 1,1318,314,0,3,2,4,0
ENG-SCI 100hf,1327,7535,0,0,3,4,0
ENG-SCI 103,1329,9277,0,1,8,0,0
ENG-SCI 103,1329,9277,0,1,3,0,0
ENG-SCI 103,1329,9277,0,2,11,2,2
ENG-SCI 110,1330,452,0,1,5,0,0
ENG-SCI 110,1330,452,0,1,5,0,0
ENG-SCI 110,1330,452,1,2,3,1,0
ENG-SCI 110,1330,452,1,0,8,3,0
ENG-SCI 120,1331,1493,0,0,11,9,0
ENG-SCI 120,1331,1493,0,0,9,5,0
ENG-SCI 120,1331,1493,0,1,9,8,3
ENG-SCI 120,1331,1493,0,0,11,8,1
ENG-SCI 120,1331,1493,0,0,20,14,4
ENG-SCI 120,1331,1493,0,0,8,23,5
ENG-SCI 120,1331,1493,0,1,11,12,1
ENG-SCI 120,1331,1493,0,1,10,9,1
ENG-SCI 123,1332,8323,0,0,3,12,5
ENG-SCI 123,1332,8323,0,0,4,10,6
ENG-SCI 123,1332,8323,0,0,4,8,2
ENG-SCI 123,1332,8323,0,0,8,17,14
ENG-SCI 123,1332,8323,1,5,22,11,3
ENG-SCI 123,1332,8323,0,0,0,6,26
ENG-SCI 123,1332,8323,2,12,21,5,1
ENG-SCI 123,1332,8323,1,8,31,6,1
ENG-SCI 125,1333,7274,0,0,1,0,0
ENG-SCI 125,1333,7274,0,0,2,2,0
ENG-SCI 125,1333,7274,0,1,9,4,0
ENG-SCI 125,1333,7274,0,3,5,5,0
ENG-SCI 125,1333,7274,1,3,15,4,1
ENG-SCI 125,1333,7274,0,1,15,5,0
ENG-SCI 125,1333,7274,0,2,20,11,1
ENG-SCI 125,1333,7274,0,3,20,7,0
ENG-SCI 128,1334,359,0,0,0,3,1
ENG-SCI 128,1334,359,0,0,3,1,0
ENG-SCI 128,1334,359,1,1,8,3,2
ENG-SCI 128,1334,359,0,0,7,4,2
ENG-SCI 135,1335,98766,1,1,4,3,0
ENG-SCI 135,1335,98766,1,4,9,2,0
ENG-SCI 135,1335,98766,0,2,3,1,0
ENG-SCI 139,1336,994,2,5,2,0,0
ENG-SCI 139,1336,994,3,5,0,0,0
ENG-SCI 139,1336,994,1,8,3,1,0
ENG-SCI 139,1336,994,3,10,5,0,0
ENG-SCI 139,1336,994,20,25,8,0,1
ENG-SCI 139,1336,994,15,21,12,0,0
ENG-SCI 139,1336,994,7,19,19,0,0
ENG-SCI 139,1336,994,1,2,0,0,0
ENG-SCI 150,1337,8997,0,0,1,0,1
ENG-SCI 150,1337,8997,0,1,3,4,2
ENG-SCI 150,1337,8997,0,0,5,2,5
ENG-SCI 150,1337,8997,0,0,0,4,3
ENG-SCI 150,1337,8997,0,0,5,3,2
ENG-SCI 150,1337,8997,0,0,8,7,2
ENG-SCI 150,1337,8997,0,2,11,4,4
ENG-SCI 150,1337,8997,0,3,9,3,0
ENG-SCI 151,1338,5742,0,0,2,1,2
ENG-SCI 151,1338,5742,0,0,0,0,5
ENG-SCI 151,1338,5742,0,0,3,6,8
ENG-SCI 151,1338,5742,0,0,6,1,1
ENG-SCI 154,1339,6319,0,0,1,1,1
ENG-SCI 154,1339,6319,0,0,1,2,7
ENG-SCI 154,1339,6319,0,0,3,8,5
ENG-SCI 154,1339,6319,0,1,3,9,4
ENG-SCI 154,1339,6319,0,0,1,5,17
ENG-SCI 154,1339,6319,0,0,2,11,10
ENG-SCI 154,1339,6319,0,0,2,13,5
ENG-SCI 154,1339,6319,0,1,2,10,5
ENG-SCI 155,10585,63833,0,1,3,2,0
ENG-SCI 156,1340,6284,0,0,3,2,0
ENG-SCI 156,1340,6284,0,1,2,6,2
ENG-SCI 156,1340,6284,0,0,4,8,1
ENG-SCI 156,1340,6284,0,0,3,7,1
ENG-SCI 156,1340,6284,0,1,6,3,8
ENG-SCI 156,1340,6284,0,0,3,4,2
ENG-SCI 156,1340,6284,0,0,4,6,1
ENG-SCI 156,1340,6284,0,0,3,14,4
ENG-SCI 159,1341,3126,0,0,1,5,0
ENG-SCI 159,1341,3126,0,1,2,3,1
ENG-SCI 159,1341,3126,0,0,4,1,0
ENG-SCI 159,1341,3126,0,0,3,10,2
ENG-SCI 162,1342,4163,0,0,4,2,0
ENG-SCI 162,1342,4163,0,0,5,1,0
ENG-SCI 162,1342,4163,0,0,6,2,1
ENG-SCI 162,1342,4163,0,1,0,2,2
ENG-SCI 162,1342,4163,0,2,0,2,0
ENG-SCI 163,10732,72571,0,1,8,5,0
ENG-SCI 164,1343,4099,0,2,9,8,4
ENG-SCI 164,1343,4099,0,0,4,2,2
ENG-SCI 164,1343,4099,0,2,16,10,2
ENG-SCI 164,1343,4099,0,1,10,5,3
ENG-SCI 164,1343,4099,0,0,1,3,5
ENG-SCI 164,1343,4099,0,0,1,5,1
ENG-SCI 165,1344,4274,1,1,9,2,0
ENG-SCI 165,1344,4274,0,1,6,0,0
ENG-SCI 165,1344,4274,0,1,5,2,0
ENG-SCI 165,1344,4274,0,1,10,2,0
ENG-SCI 165,1344,4274,0,2,4,2,0
ENG-SCI 165,1344,4274,0,2,6,4,0
ENG-SCI 169,5289,59143,0,2,3,0,0
ENG-SCI 170,10733,51087,0,0,1,1,0
ENG-SCI 173,1345,3490,0,0,1,4,0
ENG-SCI 173,1345,3490,0,0,4,3,0
ENG-SCI 173,1345,3490,0,0,3,2,1
ENG-SCI 173,1345,3490,0,0,5,2,0
ENG-SCI 173,1345,3490,0,1,6,1,0
ENG-SCI 173,1345,3490,1,5,10,1,0
ENG-SCI 173,1345,3490,1,3,9,2,0
ENG-SCI 175,10734,15494,0,0,2,2,0
ENG-SCI 176,1347,20243,0,3,3,0,0
ENG-SCI 176,1347,20243,0,2,3,0,0
ENG-SCI 177,10586,96807,0,3,2,0,0
ENG-SCI 177,10586,96807,0,0,2,0,0
ENG-SCI 181,1348,3889,0,0,3,8,3
ENG-SCI 181,1348,3889,0,0,4,3,3
ENG-SCI 181,1348,3889,0,4,11,5,0
ENG-SCI 181,1348,3889,0,0,2,12,20
ENG-SCI 181,1348,3889,0,0,1,19,13
ENG-SCI 181,1348,3889,0,1,8,15,6
ENG-SCI 181,1348,3889,0,0,0,14,28
ENG-SCI 181,1348,3889,0,0,3,16,23
ENG-SCI 183,1349,16727,0,1,3,3,0
ENG-SCI 183,1349,16727,0,0,6,9,4
ENG-SCI 190,1350,6973,0,2,8,2,0
ENG-SCI 190,1350,6973,0,0,8,1,0
ENG-SCI 190,1350,6973,1,3,5,1,0
ENG-SCI 190,1350,6973,3,8,9,0,0
ENG-SCI 190,1350,6973,6,20,9,1,0
ENG-SCI 190,1350,6973,12,20,24,2,0
ENG-SCI 190,1350,6973,6,13,10,1,0
ENG-SCI 190,1350,6973,6,19,16,2,1
ENG-SCI 198r,10604,66894,0,0,3,4,0
ENG-SCI 20,1320,9676,0,4,13,2,0
ENG-SCI 20,1320,9676,0,2,15,2,1
ENG-SCI 20,1320,9676,0,2,10,2,1
ENG-SCI 20,1320,9676,0,1,9,2,0
ENG-SCI 201,1351,2362,0,3,3,2,1
ENG-SCI 201,1351,2362,0,0,3,2,1
ENG-SCI 201,1351,2362,0,0,3,3,2
ENG-SCI 201,1351,2362,0,0,2,2,0
ENG-SCI 201,1351,2362,0,0,1,2,0
ENG-SCI 201,1351,2362,0,0,2,2,0
ENG-SCI 202,1353,5080,0,0,3,3,3
ENG-SCI 202,1353,5080,0,0,2,10,0
ENG-SCI 202,1353,5080,0,0,2,3,4
ENG-SCI 202,1353,5080,0,0,1,4,1
ENG-SCI 202,1353,5080,0,0,1,4,4
ENG-SCI 202,1353,5080,0,0,3,7,2
ENG-SCI 202,1353,5080,0,0,3,1,0
ENG-SCI 203,1354,6982,0,0,4,2,5
ENG-SCI 203,1354,6982,0,1,0,3,0
ENG-SCI 207,1355,5993,1,1,3,2,0
ENG-SCI 207,1355,5993,0,2,5,0,0
ENG-SCI 207,1355,5993,0,3,3,1,0
ENG-SCI 209,1356,1194,0,0,0,0,0
ENG-SCI 209,1356,1194,0,0,1,3,3
ENG-SCI 209,1356,1194,0,0,1,2,0
ENG-SCI 21,1321,70925,2,4,9,1,0
ENG-SCI 21,1321,70925,0,5,11,1,0
ENG-SCI 21,1321,70925,0,1,5,2,0
ENG-SCI 211,NULL,,0,0,1,1,1
ENG-SCI 212,1359,30956,2,13,6,1,0
ENG-SCI 212,1359,30956,0,1,4,2,0
ENG-SCI 22,10584,87699,1,5,14,5,0
ENG-SCI 22,10584,87699,0,1,4,2,1
ENG-SCI 220,1360,2759,0,0,2,10,4
ENG-SCI 220,1360,2759,0,0,3,5,7
ENG-SCI 220,1360,2759,0,0,5,11,10
ENG-SCI 220,1360,2759,0,1,3,4,2
ENG-SCI 220,1360,2759,0,1,3,6,0
ENG-SCI 220,1360,2759,0,1,7,3,2
ENG-SCI 220,1360,2759,0,0,3,14,9
ENG-SCI 220,1360,2759,0,0,0,8,1
ENG-SCI 221,1361,8223,0,0,4,1,0
ENG-SCI 221,1361,8223,0,1,5,2,0
ENG-SCI 221,1361,8223,0,3,3,0,0
ENG-SCI 221,1361,8223,0,2,4,1,0
ENG-SCI 221,1361,8223,8,12,8,1,0
ENG-SCI 222,1362,696,0,0,2,5,1
ENG-SCI 222,1362,696,0,1,6,3,0
ENG-SCI 222,1362,696,0,1,0,1,2
ENG-SCI 222,1362,696,0,1,3,0,1
ENG-SCI 222,1362,696,0,1,5,1,0
ENG-SCI 222,1362,696,0,3,3,0,0
ENG-SCI 224,1363,4136,0,2,1,0,0
ENG-SCI 224,1363,4136,0,2,3,0,0
ENG-SCI 224,1363,4136,0,2,3,0,0
ENG-SCI 224,1363,4136,0,0,1,0,0
ENG-SCI 227,1365,73679,0,0,8,2,2
ENG-SCI 227,1365,73679,1,0,2,7,2
ENG-SCI 227,1365,73679,0,0,4,4,5
ENG-SCI 227,1365,73679,0,0,2,7,4
ENG-SCI 228,1366,49617,0,0,8,0,0
ENG-SCI 228,1366,49617,0,2,6,3,0
ENG-SCI 229,5290,94822,0,0,2,1,0
ENG-SCI 229,5290,94822,0,0,4,1,0
ENG-SCI 230,1367,5718,0,1,5,0,0
ENG-SCI 230,1367,5718,0,0,5,2,0
ENG-SCI 230,1367,5718,0,0,7,1,0
ENG-SCI 230,1367,5718,0,0,6,3,0
ENG-SCI 230,1367,5718,0,0,1,0,0
ENG-SCI 231,1368,1486,1,5,20,10,0
ENG-SCI 231,1368,1486,0,1,11,3,0
ENG-SCI 231,1368,1486,1,12,7,4,2
ENG-SCI 231,1368,1486,0,2,12,1,2
ENG-SCI 231,1368,1486,0,4,11,1,1
ENG-SCI 231,1368,1486,1,2,12,1,0
ENG-SCI 238,11493,73624,0,0,14,3,0
ENG-SCI 239,1372,8303,0,5,6,0,0
ENG-SCI 239,1372,8303,0,0,2,0,0
ENG-SCI 239,1372,8303,2,1,3,0,0
ENG-SCI 239,1372,8303,2,2,0,0,0
ENG-SCI 239,1372,8303,2,3,6,1,0
ENG-SCI 239,1372,8303,1,0,1,0,0
ENG-SCI 240,1373,2984,0,0,2,1,0
ENG-SCI 240,1373,2984,0,0,4,3,0
ENG-SCI 240,1373,2984,0,1,3,5,2
ENG-SCI 240,1373,2984,0,0,6,11,0
ENG-SCI 240,1373,2984,0,0,6,6,2
ENG-SCI 240,1373,2984,0,1,9,5,4
ENG-SCI 240,1373,2984,0,0,6,5,2
ENG-SCI 241,1374,6711,0,1,4,0,0
ENG-SCI 241,1374,6711,0,1,5,1,0
ENG-SCI 241,1374,6711,1,1,11,1,0
ENG-SCI 241,1374,6711,0,1,4,0,1
ENG-SCI 242r,1375,5379,0,0,4,0,0
ENG-SCI 242r,1375,5379,0,0,2,5,0
ENG-SCI 242r,1375,5379,0,1,2,4,4
ENG-SCI 242r,1375,5379,0,0,2,3,1
ENG-SCI 242r,1375,5379,0,0,2,1,1
ENG-SCI 246,1376,4271,0,0,3,1,0
ENG-SCI 246,1376,4271,0,0,6,1,0
ENG-SCI 247,1377,7152,0,4,4,2,0
ENG-SCI 249,1378,3145,0,2,0,0,0
ENG-SCI 249,1378,3145,1,0,1,2,0
ENG-SCI 252r,1381,239,0,2,2,2,0
ENG-SCI 255,1382,9816,0,0,2,2,1
ENG-SCI 255,1382,9816,0,0,1,2,1
ENG-SCI 255,1382,9816,0,0,3,2,1
ENG-SCI 255,1382,9816,1,0,3,3,0
ENG-SCI 255,1382,9816,0,0,3,1,0
ENG-SCI 259,1383,3671,0,1,2,0,0
ENG-SCI 259,1383,3671,0,1,10,2,0
ENG-SCI 259,1383,3671,0,0,7,1,0
ENG-SCI 259,1383,3671,0,3,8,5,2
ENG-SCI 260,11469,96956,0,0,1,1,0
ENG-SCI 263,1385,5384,0,1,3,0,0
ENG-SCI 265,1387,20731,0,2,8,0,0
ENG-SCI 267,1388,4446,0,0,3,2,0
ENG-SCI 267,1388,4446,0,0,4,2,0
ENG-SCI 267,1388,4446,0,0,5,0,0
ENG-SCI 269,1390,57068,0,0,5,0,0
ENG-SCI 27,11346,33688,0,0,0,1,0
ENG-SCI 271r,1391,1158,0,1,2,1,0
ENG-SCI 272,1392,5157,0,0,1,2,1
ENG-SCI 272,1392,5157,0,0,4,3,0
ENG-SCI 272,1392,5157,0,0,1,4,3
ENG-SCI 272,1392,5157,0,0,3,2,0
ENG-SCI 272,1392,5157,0,1,1,1,0
ENG-SCI 273,1393,8382,0,1,4,0,1
ENG-SCI 273,1393,8382,0,0,5,4,0
ENG-SCI 273,1393,8382,0,1,7,0,0
ENG-SCI 273,1393,8382,0,0,5,3,0
ENG-SCI 273,1393,8382,1,2,5,1,0
ENG-SCI 274,1394,5645,0,0,1,1,1
ENG-SCI 274,1394,5645,0,0,2,5,2
ENG-SCI 274,1394,5645,0,0,2,5,0
ENG-SCI 274,1394,5645,0,0,8,6,2
ENG-SCI 274,1394,5645,0,0,6,4,0
ENG-SCI 274,1394,5645,0,0,9,5,0
ENG-SCI 274,1394,5645,0,1,5,4,0
ENG-SCI 275,1395,9815,0,1,7,1,0
ENG-SCI 275,1395,9815,0,2,2,1,0
ENG-SCI 275,1395,9815,0,0,4,2,2
ENG-SCI 275,1395,9815,0,1,2,3,0
ENG-SCI 275,1395,9815,0,1,3,3,0
ENG-SCI 275,1395,9815,0,0,5,0,0
ENG-SCI 275,1395,9815,0,3,11,2,0
ENG-SCI 276,1396,54441,4,4,3,0,0
ENG-SCI 276,1396,54441,2,7,6,0,0
ENG-SCI 276,1396,54441,2,5,4,0,0
ENG-SCI 277,10587,48852,0,3,3,0,0
ENG-SCI 277,10587,48852,0,2,3,0,0
ENG-SCI 298r,10588,28719,0,1,2,1,1
ENG-SCI 298r,10588,28719,0,0,1,0,0
ENG-SCI 299r,1397,6710,0,0,10,3,0
ENG-SCI 330,1420,7427,0,0,0,0,0
ENG-SCI 331,1421,9645,0,0,1,1,0
ENG-SCI 355,5292,94599,0,0,1,1,0
ENG-SCI 362,1444,7514,0,0,0,0,0
ENG-SCI 397,1464,78552,0,0,0,1,0
ENG-SCI 50,1322,4499,0,6,11,8,2
ENG-SCI 50,1322,4499,0,5,10,9,0
ENG-SCI 50,1322,4499,0,3,8,3,1
ENG-SCI 50,1322,4499,1,3,11,2,0
ENG-SCI 50,1322,4499,1,13,25,12,1
ENG-SCI 50,1322,4499,2,21,33,11,1
ENG-SCI 50,1322,4499,14,46,67,20,0
ENG-SCI 50,1322,4499,12,47,63,11,3
ENG-SCI 51,1323,322,0,5,7,6,0
ENG-SCI 51,1323,322,1,4,6,1,0
ENG-SCI 51,1323,322,0,6,8,0,0
ENG-SCI 51,1323,322,1,8,18,1,0
ENG-SCI 51,1323,322,1,8,6,2,1
ENG-SCI 51,1323,322,0,14,25,2,0
ENG-SCI 51,1323,322,1,11,14,1,1
ENG-SCI 51,1323,322,0,15,26,5,0
ENG-SCI 51,1323,322,0,4,23,9,2
ENG-SCI 52,10731,50605,0,1,20,14,0
ENG-SCI 52,10731,50605,0,4,11,4,1
ENG-SCI 53,1324,3604,0,1,4,6,7
ENG-SCI 53,1324,3604,0,1,3,3,1
ENG-SCI 53,1324,3604,0,0,6,8,8
ENG-SCI 53,1324,3604,0,0,9,7,1
ENG-SCI 53,1324,3604,0,0,7,10,5
ENG-SCI 53,1324,3604,0,1,9,21,5
ENG-SCI 53,1324,3604,0,1,13,19,8
ENG-SCI 53,1324,3604,0,0,16,23,7
ENG-SCI 6,1319,2969,0,7,13,3,2
ENG-SCI 6,1319,2969,1,1,15,0,0
ENG-SCI 6,1319,2969,5,19,29,6,4
ENG-SCI 6,1319,2969,4,13,25,3,2
ENG-SCI 6,1319,2969,12,11,22,0,2
ENG-SCI 6,1319,2969,4,9,17,9,1
ENG-SCI 6,1319,2969,1,6,13,6,0
ENG-SCI 6,1319,2969,0,3,10,4,0
ENG-SCI 91r,1325,1113,0,0,1,2,0
ENG-SCI 95r,5288,60126,1,0,9,3,2
ENG-SCI 95r,5288,60126,0,5,17,5,5
ENG-SCI 95r,5288,60126,1,4,15,7,2
ENG-SCI 95r,5288,60126,2,3,7,4,1
ENG-SCI 96,1326,8461,0,1,6,4,2
ENG-SCI 96,1326,8461,0,0,3,7,2
ENG-SCI 96,1326,8461,0,0,11,6,1
ENG-SCI 96,1326,8461,0,5,11,3,1
ENG-SCI 96,1326,8461,0,2,15,10,3
ENG-SCI 96,1326,8461,0,0,11,9,8
ENG-SCI 96,1326,8461,0,0,2,7,0
ENG-SCI 96,1326,8461,0,0,7,10,8
ENG-SCI 96,1326,8461,0,0,3,8,2
ENG-SCI 96,1326,8461,0,0,2,10,1
ENGLISH 102b,10756,27448,2,2,3,1,0
ENGLISH 102g,1522,85065,0,2,9,12,3
ENGLISH 103d,10757,62498,0,0,2,3,0
ENGLISH 103g,1523,326,0,1,7,3,0
ENGLISH 103g,1523,326,0,2,5,1,0
ENGLISH 103g,1523,326,1,2,14,7,0
ENGLISH 110,10758,3983,0,3,13,17,0
ENGLISH 111,1524,12235,0,4,2,4,0
ENGLISH 111,1524,12235,0,1,12,8,1
ENGLISH 115b,1525,2945,0,2,8,1,0
ENGLISH 115b,1525,2945,0,2,10,0,0
ENGLISH 115b,1525,2945,0,3,10,1,0
ENGLISH 115b,1525,2945,0,3,4,1,0
ENGLISH 124d,10760,19628,4,12,37,8,0
ENGLISH 126,1526,57556,0,10,16,7,2
ENGLISH 131,1527,8005,0,2,3,1,0
ENGLISH 131,1527,8005,0,6,14,1,0
ENGLISH 131,1527,8005,0,1,15,4,1
ENGLISH 131,1527,8005,0,3,6,1,0
ENGLISH 131,1527,8005,0,1,5,0,0
ENGLISH 131,1527,8005,0,7,14,0,0
ENGLISH 131,1527,8005,2,4,3,1,0
ENGLISH 135,1528,81756,0,0,2,0,0
ENGLISH 141,1529,8683,1,3,8,0,0
ENGLISH 141,1529,8683,0,0,10,3,0
ENGLISH 141,1529,8683,4,7,19,0,0
ENGLISH 141,1529,8683,0,2,6,0,0
ENGLISH 141,1529,8683,0,1,11,0,0
ENGLISH 141,1529,8683,0,0,8,0,0
ENGLISH 141,1529,8683,0,2,3,0,0
ENGLISH 144a,10751,93718,0,7,10,0,0
ENGLISH 153,10762,12997,0,1,21,7,1
ENGLISH 157,1530,4786,0,5,23,30,7
ENGLISH 157,1530,4786,0,0,37,26,2
ENGLISH 157,1530,4786,0,3,14,18,7
ENGLISH 157,1530,4786,0,0,20,28,4
ENGLISH 157,1530,4786,1,3,26,41,6
ENGLISH 157,1530,4786,0,6,33,30,2
ENGLISH 157,1530,4786,0,3,38,24,6
ENGLISH 158a,10763,53604,0,4,5,0,0
ENGLISH 160b,10764,20814,1,2,6,1,0
ENGLISH 162m,10765,15341,0,1,3,1,0
ENGLISH 166,1531,18436,0,5,29,0,0
ENGLISH 166,1531,18436,0,7,36,3,1
ENGLISH 168d,1532,8250,9,30,25,3,0
ENGLISH 168d,1532,8250,14,37,59,4,1
ENGLISH 168d,1532,8250,8,53,66,8,0
ENGLISH 168d,1532,8250,13,62,114,17,4
ENGLISH 168d,1532,8250,7,26,47,1,2
ENGLISH 168d,1532,8250,2,24,20,2,0
ENGLISH 168d,1532,8250,2,20,33,3,0
ENGLISH 170a,1533,93971,0,3,28,7,2
ENGLISH 170a,1533,93971,0,4,25,5,0
ENGLISH 171b,10766,84127,0,0,5,0,1
ENGLISH 172,1534,38231,0,9,21,2,0
ENGLISH 172,1534,38231,0,9,23,4,0
ENGLISH 178x,10767,2168,0,4,42,30,2
ENGLISH 181a,1535,33514,0,3,3,1,0
ENGLISH 181a,1535,33514,0,4,11,1,0
ENGLISH 182,1537,3189,0,9,14,0,1
ENGLISH 182,1537,3189,4,34,40,4,0
ENGLISH 182,1537,3189,2,18,46,11,1
ENGLISH 182,1537,3189,1,17,55,13,1
ENGLISH 182a,1536,63728,0,6,4,0,0
ENGLISH 182a,1536,63728,2,15,4,0,0
ENGLISH 184,1538,27342,0,0,4,1,0
ENGLISH 190x,10768,69232,0,5,15,3,0
ENGLISH 192,1539,10566,0,2,9,1,0
ENGLISH 192,1539,10566,0,5,26,7,0
ENGLISH 194,1541,33543,0,0,6,0,0
ENGLISH 194,1541,33543,1,1,6,5,3
ENGLISH 199a,10770,44265,0,3,5,10,1
ENGLISH 200c,10771,77005,0,0,2,2,0
ENGLISH 215,10772,24594,0,0,1,2,0
ENGLISH 216,10773,30579,0,0,2,1,0
ENGLISH 219,10774,46106,0,0,2,3,0
ENGLISH 221,1542,8506,0,0,3,4,0
ENGLISH 228,1543,74577,0,0,2,3,0
ENGLISH 233,1544,44363,0,0,2,6,1
ENGLISH 250,10776,21903,0,0,0,5,0
ENGLISH 251,1546,5675,0,0,1,5,4
ENGLISH 251,1546,5675,0,0,3,5,2
ENGLISH 259,1547,1402,0,0,2,5,1
ENGLISH 259,1547,1402,0,0,5,1,0
ENGLISH 259,1547,1402,0,0,5,1,0
ENGLISH 260,10777,88532,0,0,2,8,1
ENGLISH 261,1548,95885,0,1,7,3,0
ENGLISH 264x,10779,2714,0,0,5,3,0
ENGLISH 276x,10780,3536,0,0,7,2,2
ENGLISH 278,1549,78073,0,0,3,2,0
ENGLISH 278,1549,78073,0,0,4,4,0
ENGLISH 279,10781,42451,0,0,3,6,0
ENGLISH 281,1550,80778,0,1,2,0,0
ENGLISH 281,1550,80778,0,0,3,1,0
ENGLISH 282,1551,29256,0,0,1,0,0
ENGLISH 282,1551,29256,0,0,2,1,0
ENGLISH 286b,1553,90056,0,0,2,1,0
ENGLISH 286b,1553,90056,0,0,1,1,0
ENGLISH 287,11300,59591,0,0,2,5,0
ENGLISH 288,10782,52403,0,0,1,4,0
ENGLISH 290,1554,88024,0,0,1,3,1
ENGLISH 292m,11301,23609,0,0,3,2,0
ENGLISH 294z,1555,7277,0,2,4,2,0
ENGLISH 294z,1555,7277,0,0,3,6,1
ENGLISH 294z,1555,7277,0,1,6,6,1
ENGLISH 294z,1555,7277,0,3,10,3,0
ENGLISH 295a,1556,62839,0,0,3,3,0
ENGLISH 350,5294,8208,2,2,0,0,0
ENGLISH 350,5294,8208,0,2,1,0,0
ENGLISH 350,5294,8208,1,2,1,0,0
ENGLISH 350,5294,8208,2,3,0,0,0
ENGLISH 350,5294,8208,2,1,0,0,0
ENGLISH 350,5294,8208,4,0,0,0,0
ENGLISH 350,5294,8208,2,0,1,0,0
ENGLISH 40,1480,62547,0,1,5,1,2
ENGLISH 40,1480,62547,1,2,7,2,0
ENGLISH 40,1480,62547,0,0,6,0,1
ENGLISH 40,1480,62547,0,1,15,1,0
ENGLISH 40,1480,62547,0,6,8,1,0
ENGLISH 41,1481,74158,0,0,7,4,0
ENGLISH 41,1481,74158,0,4,11,2,1
